Studio,City,Province/State,Country,Adress,On-Site/Remote
Glowmade,Guildford,,England,http://glowmade.com/,On-Site
Glu Mobile,Burlingame,California,United States,http://jobs.jobvite.com/glu-mobile/jobs,On-Site
Glu Mobile,Hyderabad,,India,http://jobs.jobvite.com/glu-mobile/jobs,On-Site
Glu Mobile,Moscow,,Russia,http://jobs.jobvite.com/glu-mobile/jobs,On-Site
Glu Mobile,San Francisco,California,United States,http://jobs.jobvite.com/glu-mobile/jobs,On-Site
Glu Mobile,San Mateo,California,United States,http://jobs.jobvite.com/glu-mobile/jobs,On-Site
Glu Mobile,Toronto,Ontario,Canada,http://jobs.jobvite.com/glu-mobile/jobs,On-Site
Go2 Productions,Vancouver,British Columbia,Canada,http://www.go2productions.com/,On-Site
Gobi Studio,Marseille,,France,https://www.gobistudio.fr/?page_id=863,Remote
GOBO Animation,Paris,,France,http://www.goboanimation.com/,On-Site
Golden Moose Studios,San Francisco,California,United States,http://www.goldenmoosestudios.com/jobs-and-advisor-positions/,Both
Golden Rat Studios,Los Angeles,California,United States,http://www.goldenratstudios.com/en-us/,On-Site
Golden Robot Animation,Mumbai,,India,http://www.goldenrobot.in/,On-Site
Golden Wolf,London,,England,http://goldenwolf.tv/careers,On-Site
Goldtooth Creative,Vancouver,British Columbia,Canada,http://goldtoothcreative.com/,On-Site
Golem Studio,Lima,,Peru,http://golemstudio.net/,On-Site
Golin,London,,England,http://golin.com/uk/join-us/,On-Site
GONE,Paris,,France,http://gonefx.com/,Both
Goodbye Kansas Studios,London,,England,http://goodbyekansasstudios.com/join-us/,On-Site
Goodbye Kansas Studios,Stockholm,,Sweden,http://goodbyekansasstudios.com/join-us/,On-Site
Goodgame Studios,Hamburg,,Germany,https://www.goodgamestudios.com/careers/jobs/,On-Site
Gradient Effects,Istanbul,,Turkey,http://www.gradientfx.com/?page_id=133,On-Site
Gradient Effects,Los Angeles,California,United States,http://www.gradientfx.com/?page_id=133,On-Site
Gram Games,Istanbul,,Turkey,http://gram.gs/join-us.html,On-Site
Gram Games,London,,England,http://gram.gs/join-us.html,On-Site
Gramercy Park Studios,London,,England,http://www.gramercyparkstudios.com/,On-Site
GrandSon Creative,Culver City,California,United States,http://grandsonla.com/,On-Site
Graphics Butler,Plymouth,Indiana,United States,http://www.graphicsbutler.com/,On-Site
Great Malborough Productions,London,,England,https://gumballjobs.wordpress.com/,Both
GREE,Melbourne,,Australia,http://product.gree.net/us/en/careers/,On-Site
GREE,San Francisco,California,United States,http://product.gree.net/us/en/careers/,On-Site
Green Gold Animation,Hyderabad,,India,http://www.greengold.tv/careers.php,On-Site
Green Gold Animation,Los Angeles,California,United States,http://www.greengold.tv/careers.php,On-Site
Green Gold Animation,Manila,,Philippines,http://www.greengold.tv/careers.php,On-Site
greenhaus GFX,Culver City,California,United States,http://greenhausgfx.com/connect/,On-Site
Greenheart Games,Brisbane,,Australia,http://www.greenheartgames.com/jobs/,Remote
GreenLight Studios,Los Angeles,California,United States,http://www.greenlightmm.com/careers/,On-Site
Grid VFX,Ghent,,Belgium,http://www.grid-vfx.com/index.php?page=about&about=jobs,On-Site
Grinding Gear Games,Auckland,,New Zealand,http://www.grindinggear.com/?page=careers,On-Site
Groundbreak Productions,Manchester,,England,http://groundbreakproductions.co.uk/,On-Site
Grow,Norfolk,Virginia,United States,http://thisisgrow.com/careers,On-Site
Growl Interactive,Melbourne,,Australia,http://www.growlinteractive.com/,On-Site
Grupa Smacznego,Gdansk,,Poland,http://www.g-s.pl/en,On-Site
Grupo RFRanco,Madrid,,Spain,http://www.rfranco.com/unete-a-nosotros,On-Site
GSN Games,Bangalore,,India,https://gsngames.com/careers/,On-Site
GSN Games,Barcelona,,Spain,https://gsngames.com/careers/,On-Site
GSN Games,Boston,Massachusetts,United States,https://gsngames.com/careers/,On-Site
GSN Games,Kiev,,Ukraine,https://gsngames.com/careers/,On-Site
GSN Games,London,,England,https://gsngames.com/careers/,On-Site
GSN Games,Palo Alto,California,United States,https://gsngames.com/careers/,On-Site
GSN Games,San Francisco,California,United States,https://gsngames.com/careers/,On-Site
GSP Studios,York,,England,http://www.gspstudios.co.uk/,On-Site
Guerrilla Games,Amsterdam,,Netherlands,https://www.guerrilla-games.com/join,On-Site
GumGum,Santa Monica,California,United States,https://jobs.jobvite.com/gumgum/,On-Site
Gunfire Games,Austin,Texas,United States,http://gunfiregames.com/careers/,On-Site
GungHo,El Segundo,California,United States,http://careers.gunghoonline.com/,On-Site
Guru Studio,Toronto,Ontario,Canada,http://www.gurustudio.com/contact/employment-opportunities,On-Site
Gus VFX (aka IGLOO),Toronto,Ontario,Canada,http://www.gusvfx.com/igloo/,On-Site
Hallmark Labs,Los Angeles,California,United States,http://hallmarklabs.applytojob.com/apply/,On-Site
Halo Media Works,Mumbai,,India,https://www.halomediaworks.com/,On-Site
Halon,Santa Monica,California,United States,http://www.halon.com/web/employment/,On-Site
Hammer Creative,Los Angeles,California,United States,http://www.hammercreative.com/careers/,On-Site
Hammerhead VR,Newcastle,,England,http://www.hammerheadvr.com/careers/,On-Site
Hampa Studio,Valencia,,Spain,https://www.hampastudio.com/contact/,On-Site
Hangar 13,Novato,California,United States,http://chp.tbe.taleo.net/chp04/ats/careers/jobSearch.jsp?org=GAMES2K&cws=47,On-Site
Happy Ending Agency,London,,England,http://www.happyendingagency.co.uk/,On-Site
Happy Finish,London,,England,https://www.happyfinish.com/contact/,On-Site
Hardlight Studios,Leamington Spa,,England,http://www.hardlightstudio.com/,On-Site
Hardsuit Labs,Seattle,Washington,United States,http://www.hardsuitlabs.com/careers/,On-Site
Harebrained Schemes,Seattle,Washington,United States,http://harebrained-schemes.com/careers/,On-Site
Harman,Shenzhen,,China,http://www.harman.com/careers,On-Site
Harmonix Music Systems,Boston,Massachusetts,United States,http://www.harmonixmusic.com/about/jobs/,On-Site
Hasbro,Burbank,California,United States,https://jobs.hasbro.com/?locale=en_US,On-Site
Hasbro,Pawtucket,Rhode Island,United States,https://jobs.hasbro.com/?locale=en_US,On-Site
Hasbro,Renton,Washington,United States,https://jobs.hasbro.com/?locale=en_US,On-Site
Head Gear Animation,Toronto,Ontario,Canada,http://www.headgearanimation.com/,On-Site
Heart Machine,Los Angeles,California,United States,http://www.heart-machine.com/jobs/,On-Site
Heartquake Studios,Ticino,,Switzerland,http://heartquakestudios.com/jobs.html,On-Site
HECAT Studio,Paris,,France,http://www.hecatstudio.com/,On-Site
Hellicar & Lewis,London,,England,http://www.hellicarandlewis.com/,Both
Hello Charlie,London,,England,http://www.hellocharlie.com/about,On-Site
Hello Games,Guildford,,England,http://www.hellogames.org/jobs/,On-Site
Here Be Dragons,Los Angeles,California,United States,http://dragons.org/careers/,On-Site
Hero4Hire Creative,Boston,Massachusetts,United States,http://www.hero4hirecreative.com/jobs,On-Site
HEX Entertainment,Lake Forest,California,United States,https://www.hextcg.com/careers/,On-Site
Hexart VFX & Animation Studios,Noida,,India,http://www.hexartstudios.com/careers.html,Both
Hi-Rez Studios,Alpharetta,Georgia,United States,http://www.hirezstudios.com/careers/,On-Site
hi5 Agency,Burbank,California,United States,http://hi5.agency/#home,On-Site
Hibernum Creations Inc.,Montreal,Québec,Canada,http://hibernum.com/career/job-opportunities/,On-Site
Hidden Path Entertainment,Bellevue,Washington,United States,http://hiddenpath.com/company/careers/,On-Site
HiFi 3D,Brooklyn,New York,United States,http://hifi3d.com/,Both
High Moon Studios,Carlsbad,California,United States,http://activision.referrals.selectminds.com/highmoon,On-Site
High Voltage Software,Hoffman Estates,Illinois,United States,http://www.high-voltage.com/openings.htm,On-Site
HighPitchedStudios,Wellington,,New Zealand,https://www.facebook.com/HighPitchedStudios/,Remote
Hinterland Studio Inc.,Vancouver,British Columbia,Canada,http://hinterlandgames.com/career-opportunities/,Both
Hive-Fx,Portland,Oregon,United States,http://hive-fx.com/careers/,On-Site
HMX,Pune,,India,http://www.hmxmedia.com/careers/,On-Site
Hoaxland,Oudenaarde,,Belgium,http://www.hoaxland.be/,Both
HocusPocus Studio,Lyon,,France,http://hocuspocus-studio.fr/en,Both
Holition,London,,England,http://www.holition.com/,On-Site
Hololux,Berlin,,Germany,http://hololux.de/,On-Site
HoloSpark,Bellevue,Washington,United States,http://www.holospark.net/,On-Site
Hook Studios,Los Angeles,California,United States,https://byhook.com/jobs,On-Site
Hook Studios,Ann Arbor,Michigan,United States,https://byhook.com/jobs,On-Site
Hook Studios,San Francisco,California,United States,https://byhook.com/jobs,On-Site
HopMotion,Mumbai,,India,http://hopmotion.com/careers/,On-Site
Horich Hector Lebow Advertising,Hunt Valley,Maryland,United States,http://www.hhladv.com/hpl-advertising/careers,On-Site
Hornet,New York City,New York,United States,http://www.hornetinc.com/home.html,On-Site
Hot Glue Games,Kanata,Ontario,Canada,http://hotgluegames.com/job-postings/,On-Site
Hotch Animation & VFX,London,,England,http://www.hotch.tv/information.html,Both
Hothead Games,Halifax,Nova Scotia,Canada,http://www.hotheadgames.com/careers/,On-Site
Hothead Games,Vancouver,British Columbia,Canada,http://www.hotheadgames.com/careers/,On-Site
House Of Cool,Toronto,Ontario,Canada,http://houseofcool.com/cool-jobs/,On-Site
House of Moves,El Segundo,California,United States,http://www.moves.com/careers/,On-Site
House of Radon,Stockholm,,Sweden,http://www.houseofradon.com/careers,On-Site
HouseSpecial,Portland,Oregon,United States,http://www.housespecial.com/careers/,On-Site
Hoxton Redsox,London,,England,http://hoxtonredsox.com/contact.php,On-Site
HTC Creative Lab,Seattle,Washington,United States,http://www.htc.com/us/working/careers/,On-Site
Hue & Cry Agency,London,,England,http://www.huecryagency.com/,On-Site
Hue&Cry,Richmond,Virginia,United States,http://hueandcry.tv/work-with-us/,On-Site
HuevoCartoon Producciones,Querétaro,,Mexico,http://www.huevocartoonproducciones.com/,On-Site
Huhu Studios,Warkworth,,New Zealand,http://www.huhustudios.com/,On-Site
Huhu Studios,Beijing,,China,http://www.huhustudios.com/,On-Site
Human Head Studios,Madison,Wisconsin,United States,http://www.humanhead.com/careers.html,On-Site
Huminah Huminah Animation,Dartmouth,Nova Scotia,Canada,http://www.hhanimation.com/MainPage/Page_Jobs.php,On-Site
Huminah Huminah Animation,Hamilton,Ontario,Canada,http://www.hhanimation.com/MainPage/Page_Jobs.php,On-Site
Hutch Games,London,,England,http://www.hutchgames.com/careers/,On-Site
Hybride,Montreal,Québec,Canada,http://hybride.com/en/careers,On-Site
Hybride,Piedmont,Québec,Canada,http://hybride.com/en/careers,On-Site
Hydralab,Copenhagen,,Denmark,https://cph.hydralab.com/jobs/,On-Site
Hydraulx,Gardena, California,United States,http://www.hydraulx.com/,On-Site
Hydraulx,New Orleans,Louisiana,United States,http://www.hydraulx.com/,On-Site
Hydraulx,Vancouver,British Columbia,Canada,http://www.hydraulx.com/,On-Site
i-real Studios,Madrid,,Spain,http://www.i-real3d.com/,On-Site
Ibercover,Toledo,,Spain,https://ibercover.com/,On-Site
iCastX,Mumbai,,India,https://www.icastx.com/,On-Site
Icejam,Charlottetown,Prince Edward Island,Canada,http://icejam.com/jobs/,On-Site
ICON Creative Studio,Vancouver,British Columbia,Canada,http://www.iconcreativestudio.com/careers/,On-Site
iCube Design Studios,Mumbai,,India,http://icubedesign.com/,On-Site
id Software,Richardson,Texas,United States,https://jobs.zenimax.com/,On-Site
IDEA Ingeniería,Madrid,,Spain,https://ideaingenieria.es/,On-Site
ideaMACHINE,New York City,New York,United States,https://www.ideamachinestudio.com/jobs,On-Site
IdeaRocket,New York City,New York,United States,http://idearocketanimation.com/,On-Site
Idol Minds,Westminster,Colorado,United States,http://www.idolminds.com/jobs/,On-Site
IGG,Vancouver,British Columbia,Canada,http://ca.careers.igg.com/job.php,On-Site
Igloo Animations,Dublin,,Ireland,http://www.iglooanimations.com/,On-Site
Igloo Films,Dublin,,Ireland,http://igloofilms.ie/,On-Site
IGN,Los Angeles,California,United States,https://careers-ziffdavis.icims.com/jobs/search?ss=1&searchCompany=8&mobile=false&width=1120&height=500&bga=true&needsRedirect=false&jan1offset=-360&jun1offset=-300,On-Site
iGotcha Studios,Stockholm,,Sweden,http://www.igotchastudios.com/jobs,On-Site
Ilion Animation Studios,Madrid,,Spain,http://www.ilion.com/jobs/,On-Site
Illfonic,Golden,Colorado,United States,http://illfonic.breezy.hr/,On-Site
iLLOGIKA,Montreal,Québec,Canada,http://illogika.com/jobs-4/,On-Site
Illumination Entertainment,Santa Monica,California,United States,https://jobs.lever.co/illuminationentertainment,On-Site
Illumination MacGuff,Paris,,France,http://www.illuminationmacguff.com/careers-animators.php,On-Site
Illusion Media,Aarhus,,Denmark,http://www.illusionmedia.dk/,On-Site
ILM ,San Francisco,California,United States,https://jobs.lucasfilm.com/welcome.html,On-Site
ILM - Singapore,,,Singapore,https://jobs.lucasfilm.com/welcome.html,On-Site
ILM - UK,London,,England,https://jobs.lucasfilm.com/welcome.html,On-Site
ILM - Vancouver,Vancouver,British Columbia,Canada,https://jobs.lucasfilm.com/welcome.html,On-Site
ILMxLAB,San Francisco,California,United States,https://jobs.lucasfilm.com/welcome.html,On-Site
Iloura,Melbourne,,Australia,http://iloura.com.au/careers,On-Site
Iloura,Sydney,,Australia,http://iloura.com.au/careers,On-Site
Ilyon,Rosh Haayin,,Israel,http://www.ilyon.net/careers/,On-Site
Image Engine,Vancouver,British Columbia,Canada,http://image-engine.com/jobs/,On-Site
Imaginarium Games,London,,England,http://www.imaginariumuk.com/careers_current_openings_games,On-Site
Imaginarium Studios,London,,England,http://www.imaginariumuk.com/careers_current_openings,On-Site
Imaginary Forces,Los Angeles,California,United States,https://imaginaryforces.com/jobs,On-Site
Imaginary Forces,New York City,New York,United States,https://imaginaryforces.com/jobs,On-Site
Imagination Vent,San Diego,California,United States,http://imaginationv.com/,On-Site
ImaginMe,Bangkok,,Thailand,https://www.imagin.me/,On-Site
Imangi Studios,Raleigh,North Carolina,United States,http://imangistudios.com/jobs.html,On-Site
IMG Studios,Uxbridge,,England,http://www.img-studios.com/,On-Site
IMMANENT,Los Angeles,California,United States,http://www.immanent.tv/,On-Site
Imperial Leisure,London,,England,https://www.imperialleisure.com/jobs,On-Site
Important Looking Pirates,Stockholm,,Sweden,http://ilpvfx.com/careers,On-Site
Improbable,London,,England,https://improbable.io/careers/opportunities/skillsets,On-Site
Impulse Gear,San Francisco,California,United States,https://www.impulsegear.com/,On-Site
In Efecto,Montpellier,,France,http://inefecto.com/home/contact/,Both
Inbuilt Creativity Animation Studio,Mumbai,,India,https://inbuiltcreativity.com/career/,On-Site
INDG,Amsterdam,,Netherlands,http://indg.com/careers-vacancies/,On-Site
INDG,Bucharest,,Romania,http://indg.com/careers-vacancies/,On-Site
Indiegala,Rome,,Italy,http://company.indiegala.com/,On-Site
Indigo Studios,Atlanta,Georgia,United States,http://www.indigostudios.com/contact,On-Site
Industrial Brothers,Toronto,Ontario,Canada,http://industrialbrothers.com/jobs/,On-Site
Industrial Color,New York City,New York,United States,http://industrialcolor.com/careers/,On-Site
INFECTED GmbH,Hamburg,,Germany,http://www.infected-post.de/career/,On-Site
Infinite 360°,Iver,,England,https://infinite360.co.uk/?info/careers,On-Site
Infinite Studios,Batam,,Indonesia,http://infinitestudios.com.sg/contact.html,On-Site
Infinity Ward,Woodland Hills,California,United States,http://activision.referrals.selectminds.com/infinityward,On-Site
Infuse Medical,Lehi,Utah,United States,http://www.infusemed.com/,On-Site
Ingenuity Studios,Los Angeles,California,United States,http://ingenuitystudios.com/jobs,On-Site
Inhance,Los Angeles,California,United States,http://www.inhance.com/careers,On-Site
INK,London,,England,http://www.weareink.co.uk/,On-Site
Ink and Giants Studio,London,,England,http://inkandgiants.com/,On-Site
Ink and Light,Dublin,,Ireland,http://www.ink-and-light.com/,On-Site
